,Date,Open,High,Low,Close,Adj Close,Volume,open_close_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,adjclose_lastadjclose_ratio,close_ma5_ratio,close_ma10_ratio,close_ma15_ratio,close_ma20_ratio,close_ma25_ratio,close_ma30_ratio,label
0,2012-09-04,41.754002,42.599998,41.754002,42.438,41.13858,5091000,-0.016117583297987736,0.003817286394269148,-0.016117583297987736,0.0,0.0,,,,,,,0
1,2012-09-05,42.394001,42.542,42.035999,42.209998999999996,40.917564,5526000,0.004359204083373758,0.007865458608516063,-0.004122246010951125,-0.005372567038974596,-0.005372475180232206,,,,,,,1
2,2012-09-06,42.5,43.259997999999996,42.256001,43.259997999999996,41.93541,9617000,-0.017568146905600823,0.0,-0.02320843842849918,0.024875598788808295,0.024875527780686024,,,,,,,1
3,2012-09-07,43.289001,43.679001,43.106998,43.619999,42.284386,6135000,-0.007588216588450658,0.001352636436328103,-0.011760683442473274,0.008321798812843229,0.008321750043698062,,,,,,,1
4,2012-09-10,43.661999,44.119999,43.632999,43.749001,42.409447,7534000,-0.001988662552546039,0.00848014792383478,-0.002651534831618285,0.002957404927955265,0.002957616553779463,-0.015854112874486015,,,,,,1
5,2012-09-11,43.799999,44.59,43.75,44.286999,42.930973,7158000,-0.010996455189930643,0.006841759587277618,-0.012125432116093515,0.01229737794469865,0.01229740156715553,-0.019459430972055825,,,,,,1
6,2012-09-12,44.598999,44.833,44.375,44.640999,43.274132,6168000,-0.0009408391599838861,0.004301001418001382,-0.005958625612298651,0.007993316503563497,0.007993273294784053,-0.01634371578467575,,,,,,1
7,2012-09-13,44.639998999999996,45.659,44.591999,45.526001,44.132027,8119000,-0.019461450172177486,0.002921385517695718,-0.02051579272249282,0.01982486995866739,0.01982466107003611,-0.02551072298223589,,,,,,0
8,2012-09-14,45.506001,45.666,45.200001,45.417999,44.02734,6875000,0.0019376018745342893,0.005460412291611316,-0.004799815156982135,-0.0023723146691491115,-0.0023721321479296398,-0.015275864531151928,,,,,,0
9,2012-09-17,45.431999,45.630001,45.25,45.349998,43.961422,5157000,0.0018081808956198486,0.006174267085965468,-0.0022050276606406793,-0.0014972258024842366,-0.0014972060542381982,-0.006738672844042837,-0.02866810931281616,,,,,0
10,2012-09-18,45.299999,45.499001,45.074001,45.298,43.911015,4771000,4.4129983663765415e-05,0.004437304075235016,-0.0049450086096516355,-0.001146593214844227,-0.001146618960596868,-0.0011347211797432255,-0.02123936376881963,,,,,0
11,2012-09-19,45.285999,45.540001000000004,45.169998,45.188999,43.805359,5011000,0.002146540134690511,0.007767421446976508,-0.0004204784443223586,-0.0024063093293301696,-0.002406138869711749,0.0037000244240859015,-0.01228616947235317,,,,,1
12,2012-09-20,44.752998,45.931999,44.724998,45.417999,44.02734,11339000,-0.014641794324756652,0.011317099196730185,-0.015258290000843111,0.00506760506024917,0.005067439351427394,-0.0018362764066293114,-0.01251485341747427,,,,,1
13,2012-09-21,45.931,46.179001,45.685001,45.952,44.544987,12850000,-0.00045699860724235375,0.004939959087743695,-0.005810389101671309,0.01175747526878057,0.011757398925304141,-0.011111612116991743,-0.01891540085306387,,,,,0
