,Date,Open,High,Low,Close,Adj Close,Volume,open_close_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,adjclose_lastadjclose_ratio,close_ma5_ratio,close_ma10_ratio,close_ma15_ratio,close_ma20_ratio,close_ma25_ratio,close_ma30_ratio,label
0,2012-09-04,91.190002,91.389999,90.010002,90.529999,76.812241,959200,0.007290434190770245,0.009499613492760517,-0.0057439192062732625,0.0,0.0,,,,,,,1
1,2012-09-05,90.440002,91.58000200000001,90.339996,91.529999,77.660713,1401900,-0.011908631180035267,0.0005463017649547375,-0.013001234709944742,0.011046062200884332,0.011046051891651087,,,,,,,1
2,2012-09-06,92.0,92.849998,91.599998,92.83000200000001,78.76374100000001,1220600,-0.008941096435611473,0.00021540449821366714,-0.013250069734998093,0.014203026485338555,0.014203166020378966,,,,,,,0
3,2012-09-07,92.809998,92.980003,92.029999,92.18,78.21221899999999,1161600,0.0068344326318072746,0.008678704708179552,-0.0016272618789325843,-0.007002068146028884,-0.007002232156545496,,,,,,,0
4,2012-09-10,91.790001,92.480003,91.720001,92.029999,78.08496099999999,719400,-0.0026078235641402436,0.004889753394433871,-0.003368445108860696,-0.0016272618789325843,-0.0016270859160766316,-0.002281855941343669,,,,,,1
5,2012-09-11,92.0,92.5,91.83000200000001,92.239998,78.26313,969100,-0.0026018864397633346,0.002818755481759583,-0.0044448830105133785,0.0022818537681392748,0.0022817325861250737,-0.0008456027937032706,,,,,,1
6,2012-09-12,92.489998,92.940002,92.260002,92.41999799999999,78.41585500000001,1086400,0.0007574118320150536,0.005626531175644711,-0.0017311837639294447,0.0019514310917481126,0.0019514297473153253,-0.0008655983740659678,,,,,,1
7,2012-09-13,92.43,93.449997,91.949997,93.129997,79.018265,1325200,-0.007516342988822311,0.0034360572351355145,-0.012670461054562376,0.007682309190268688,0.007682247423049793,-0.007838490534902487,,,,,,0
8,2012-09-14,93.139999,93.199997,92.019997,92.519997,78.50071,1782200,0.006701275617205127,0.007349762451894559,-0.005404237096981346,-0.006549984104477047,-0.006549814780165142,-0.0005620320113066679,,,,,,0
9,2012-09-17,92.290001,92.949997,92.0,92.209999,78.23767099999999,4665600,0.0008676065596748828,0.008025138358368267,-0.0022773994390781205,-0.0033506053831801053,-0.003350784980161392,0.003188361383671845,-0.0005205530909938583,,,,,0
