,Date,Open,High,Low,Close,Adj Close,Volume,open_close_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,adjclose_lastadjclose_ratio,close_ma5_ratio,close_ma10_ratio,close_ma15_ratio,close_ma20_ratio,close_ma25_ratio,close_ma30_ratio,label
0,2012-09-04,112.029999,112.269997,110.879997,111.220001,91.647621,4632400,0.007282844746602901,0.009440712017256825,-0.003057040073214834,0.0,0.0,,,,,,,0
1,2012-09-05,111.599998,111.730003,110.589996,110.769997,91.276794,4441200,0.007493012751458306,0.008666660882910238,-0.0016249977870813614,-0.004046070814187397,-0.004046226142629505,,,,,,,1
2,2012-09-06,111.57,113.440002,111.57,113.029999,93.139084,5531500,-0.012916915977323917,0.003627382143036151,-0.012916915977323917,0.020402654700803158,0.02040266664054835,,,,,,,1
3,2012-09-07,112.970001,114.0,112.739998,114.0,93.938408,5057300,-0.009035078947368436,0.0,-0.011052649122807012,0.008581801367617325,0.008582047038383944,,,,,,,0
4,2012-09-10,114.199997,114.540001,113.599998,113.959999,93.905441,5212400,0.0021059845744646477,0.00508952268418339,-0.0031590119617322943,-0.0003508859649122842,-0.0003509427155716782,-0.011969110319139165,,,,,,1
5,2012-09-11,114.07,114.75,114.0,114.18,94.086731,4758800,-0.0009633911368016612,0.00499211770888075,-0.0015764582238571023,0.0019305107224509843,0.0019305590610025902,-0.00868804519180233,,,,,,1
6,2012-09-12,114.230003,114.739998,114.029999,114.480003,94.333908,4420700,-0.002183787503918899,0.0022710953283255897,-0.00393085244765401,0.002627456647398718,0.002627118589123789,-0.004804356967041401,,,,,,1
7,2012-09-13,114.730003,116.970001,114.120003,116.559998,96.04789699999999,7737700,-0.01570002600720699,0.003517527514027563,-0.02093338230839703,0.018169068356855167,0.018169384014070422,-0.016506503371765513,,,,,,1
8,2012-09-14,116.93,118.220001,116.480003,117.25,96.616455,8978300,-0.0027292110874199693,0.008272929637526572,-0.006567138592750599,0.005919715269727455,0.005919525754947141,-0.016750533049040395,,,,,,0
9,2012-09-17,117.16999799999999,118.5,116.889999,117.139999,96.52580999999999,7409700,0.00025609527280257005,0.011610047905156629,-0.00213419841330198,-0.000938174840085293,-0.0009381942237479679,-0.010397806132813825,-0.02459449739281616,,,,,0
10,2012-09-18,116.989998,117.650002,116.589996,116.970001,96.38574200000001,5100100,0.00017095836393132835,0.005813464941322843,-0.0032487389651300047,-0.0014512378474581533,-0.001451093754095245,-0.004189115121919218,-0.01826110440060591,,,,,0
11,2012-09-19,117.089996,117.18,115.83000200000001,116.599998,96.080841,5978000,0.004202384291636108,0.004974288249987913,-0.006603739392859964,-0.003163229860962402,-0.0031633413166026747,0.0026072144529538654,-0.010145783192895164,,,,,1
12,2012-09-20,116.139999,118.16999799999999,115.5,117.849998,97.110878,7286200,-0.014509962062112192,0.0027153161258433034,-0.01994058582843594,0.010720411847691347,0.010720524396742093,-0.005837919488127508,-0.016554929428170384,,,,,0
13,2012-09-21,118.529999,118.529999,117.470001,117.800003,97.069695,10280700,0.006196909859161881,0.006196909859161881,-0.0028013751408818566,-0.00042422571784850316,-0.00042408225368950614,-0.004482200225410904,-0.012911740757765688,,,,,0
14,2012-09-24,117.550003,118.489998,117.459999,117.779999,97.053185,6808800,-0.0019527593984781655,0.006028179708169157,-0.002716929892315645,-0.0001698132384597706,-0.00017008397935114328,-0.0032263474547999937,-0.00950075657582572,-0.021005258569694374,,,,0
15,2012-09-25,118.18,118.5,116.529999,116.93,96.352783,7565400,0.010690156503891268,0.013426836568887213,-0.0034208586333703828,-0.007216836536057314,-0.007216682275805741,0.003951078422987919,5.131189600615649e-05,-0.010633145756720475,,,,0
16,2012-09-26,116.82,117.0,116.150002,116.300003,95.83363299999999,5586700,0.004471169274174347,0.006018890644396535,-0.0012897764069705886,-0.005387813221585547,-0.00538801250815979,0.008873581886321702,0.007033507127252703,-0.002103780398584054,,,,1
17,2012-09-27,116.779999,117.400002,116.519997,117.199997,96.575249,5482200,-0.0035836007743241804,0.0017065273474368148,-0.00580204793008654,0.00773855526039835,0.007738577540935099,1.7093857092698173e-05,-0.0001535597308930381,-0.007394742510104302,,,,0
18,2012-09-28,116.879997,116.889999,116.150002,116.559998,96.04789699999999,5626800,0.002745358660696029,0.002831168545490259,-0.0035174674591191835,-0.005460742460599244,-0.0054605295400275145,0.003380245425192774,0.004744351488406906,-0.00048042439625528566,,,,1
19,2012-10-01,116.91999799999999,118.25,116.870003,117.25,96.616455,4914900,-0.0028145159914713114,0.008528784648187626,-0.0032409125799574,0.005919715269727455,0.005919525754947141,-0.0034285748400854077,-0.0010746294243069165,-0.00449182828713568,-0.013292113859274979,,,1
20,2012-10-02,117.650002,118.08000200000001,116.91999799999999,117.959999,97.201523,6012400,-0.0026279840846725744,0.00101731943893979,-0.008816556534558817,0.0060554285714284894,0.0060555730387747975,-0.007680566358770569,-0.006247876451745182,-0.008347456270606846,-0.016374190118465304,,,0
21,2012-10-03,117.650002,117.739998,116.050003,116.139999,95.70180500000001,7362500,0.013001575796466103,0.013776468174414136,-0.0007748923779481443,-0.015428959099940243,-0.015428955778810094,0.00759427938345314,0.008928884182270558,0.008145345917100144,0.0013518223811936902,,,1
22,2012-10-04,116.639999,117.470001,116.470001,117.150002,96.53405,5425700,-0.004353418619659877,0.0027315321770118306,-0.005804532551352493,0.008696426801243495,0.00869623096450467,-0.0011779974190700981,-0.0003670678554488216,-0.0002105756117130042,-0.005522852658593869,,,1
23,2012-10-05,117.41999799999999,118.25,117.120003,117.5,96.822479,4507900,-0.0006808680851064786,0.006382978723404209,-0.0032340170212765695,0.002987605582797981,0.002987847293260959,-0.002553191489362061,-0.0036000025531912616,-0.0030468107801417954,-0.006995746382978507,,,1
24,2012-10-08,117.190002,117.870003,116.949997,117.620003,96.92134899999999,3434900,-0.0036558492521037156,0.0021254888082258283,-0.00569636101777693,0.0010213021276594958,0.001021147165628733,-0.0029416969152776806,-0.0047526176308630985,-0.0037918975397406296,-0.006453009527639386,-0.013705178701619247,,0
25,2012-10-09,117.519997,118.379997,117.349998,117.360001,96.70708499999999,5983500,0.0013632924219215692,0.008691172386748658,-8.523346893973827e-05,-0.002210525364465421,-0.0022106997293238617,-0.001755282875296249,-0.0021813292247669924,-0.0013633350258746013,-0.0028970769180547418,-0.009427412666773827,,0
26,2012-10-10,114.639999,115.050003,112.010002,112.449997,92.661179,15959000,0.01947534067075174,0.02312144125713056,-0.003912805795806218,-0.041837116207931846,-0.04183670720712951,0.03526904140335341,0.03796356348502172,0.03978067039580879,0.03973768669820443,0.03442243613399132,,1
27,2012-10-11,113.370003,114.220001,113.059998,113.059998,93.163803,7279900,0.0027419512248709754,0.01026006563347015,0.0,0.005424642207860542,0.005424321225180995,0.022448273880209646,0.0287015899292693,0.031346205519421355,0.032580062048117364,0.028851953455722112,,0
28,2012-10-12,113.08000200000001,113.290001,111.610001,112.07,92.34803000000001,5915800,0.009012242348532373,0.010886062282501996,-0.004104568573213174,-0.008756394989499316,-0.00875632996647846,0.021789950923529755,0.03378245650040168,0.03704827102108821,0.03939055724101048,0.03725171589185372,,1
29,2012-10-15,112.160004,113.040001,111.099998,112.82,92.966049,5775100,-0.005849991136323229,0.0019500177273534813,-0.015245541570643395,0.0066922459177301,0.006692281362147057,0.006488204219109672,0.022983512675057716,0.027223303787744513,0.030566387165396725,0.029952134727885493,0.024629200496366188,1
30,2012-10-16,113.480003,114.410004,113.32,114.089996,94.012535,4793300,-0.005346594981035846,0.002804873443943423,-0.006749022937997173,0.01125683389469967,0.011256647036812284,-0.010447873098356819,0.008204081276328656,0.014129227713649106,0.017832444748267395,0.01845563812623885,0.014062029592849079,1
31,2012-10-17,114.360001,115.360001,114.360001,115.18,94.910736,5218200,-0.007119282861608012,0.0015627799965269862,-0.007119282861608012,0.009553896381940596,0.0095540557437368,-0.015072071540198406,-0.0021705183191526034,0.0038837703304970272,0.007583778867859214,0.009060596978642366,0.005741734676159238,0
32,2012-10-18,114.550003,115.029999,114.370003,114.650002,94.473991,6166900,-0.0008722110619762136,0.0033144090132681825,-0.0024422066734897108,-0.00460147595068594,-0.004601639586906181,-0.007745332616741152,0.0002616458741973027,0.007041700705770593,0.010846034263479742,0.013058854722043822,0.010862024232673129,0
33,2012-10-19,114.900002,114.989998,113.110001,113.379997,93.42750500000001,7160000,0.013406288941778755,0.014200044475217277,-0.002381337159499175,-0.01107723487000023,-0.011076974614102952,0.005680031901923233,0.007832090522987167,0.016452072523280625,0.020219638478205404,0.0230411242646269,0.022002728870537558,0
34,2012-10-22,113.610001,113.699997,111.730003,112.739998,92.900131,4811900,0.007716897422687552,0.00851515892345489,-0.008958621766163244,-0.005644725850539656,-0.005644740272150117,0.011247122782457097,0.009224773092509908,0.019555332379315393,0.023775958378144058,0.027287578628482967,0.027443690688493394,0
35,2012-10-23,111.58000200000001,111.58000200000001,109.099998,109.379997,90.131416,8011000,0.020113412509967565,0.020113412509967565,-0.002559873904549481,-0.029803096146941543,-0.02980313343153418,0.03369904828210912,0.03293108062528116,0.04564517404402557,0.05177365611008411,0.05606877462247528,0.05754253708137669,1
36,2012-10-24,109.41999799999999,110.489998,109.029999,109.709999,90.403351,5087900,-0.0026433415608727584,0.007109643670674126,-0.0061981588387398645,0.0030170233045443418,0.0030170945056493537,0.020617989432302863,0.027326585792786462,0.03859265674893808,0.04560660099905789,0.05038009744216687,0.05291222726198397,1
37,2012-10-25,110.629997,110.970001,109.650002,110.959999,91.433357,4888600,-0.002974062752109319,9.014059201639668e-05,-0.011806029306110521,0.01139367433591909,0.011393449342381068,0.0024693493373226794,0.013860849079495807,0.02317351739221518,0.03101568385919018,0.0360634509378468,0.03936854547616497,1
38,2012-10-26,110.66999799999999,111.690002,110.58000200000001,111.18,91.61464699999999,4777600,-0.004587173952149803,0.004587173952149692,-0.005396636085626905,0.0019827054973207137,0.0019827555932347973,-0.003471860046771247,0.01105413563590596,0.017359229477723837,0.026556029411764825,0.031631582658751656,0.0354919898662831,0
39,2012-10-31,111.93,111.940002,109.25,110.239998,90.840065,5958500,0.015330207099604642,0.015420936419102693,-0.008980388406755968,-0.008454776038855916,-0.00845478343653927,0.000489845799888089,0.017334911417542065,0.02157112520992599,0.032129910325289,0.03769232035000614,0.042235136833003395,1
